book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn13,original_publication_year,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,Cluster
4616,32530,32530,186943,40,9780553578680.0,2001.0,4.16,21790,22898,494,100,448,4156,9279,8915,0
4617,29154543,29154543,49404119,34,9780316225950.0,2016.0,4.36,13351,28922,2543,166,393,2689,11368,14306,1
4618,8045080,8045080,15254849,48,9780230706160.0,2010.0,4.1,19003,23793,1541,177,691,4347,10020,8558,0
4619,114206,114206,348392,63,9780515136530.0,2003.0,4.1,27228,28735,639,161,977,6081,10190,11326,0
4620,781182,781182,1011004,31,9780060536350.0,1990.0,4.22,19176,20547,548,247,544,2941,7599,9216,0
4621,20706284,20706284,40026175,35,9780316246650.0,2014.0,4.03,19265,24057,2340,274,905,4489,10581,7808,1
4622,17689,17689,2206656,2,9780822219000.0,2003.0,4.07,22321,22323,223,322,873,4346,8146,8636,0
4624,9591398,9591398,6749837,42,9780312649620.0,2011.0,3.97,25551,28746,4718,1156,1771,5108,9436,11275,0
4626,14781501,14781501,20434567,44,9780316224130.0,2012.0,3.9,19252,24953,1906,437,1262,6138,9555,7561,1
4627,30068,30068,1217097,66,9780446576990.0,2006.0,4.13,22985,25369,944,151,717,4430,10410,9661,0
4628,14897790,14897790,20551935,106,9783847905170.0,2012.0,3.44,9472,23050,2692,1026,2906,7633,7894,3591,1
4629,12617758,12617758,17643316,45,9780307956350.0,2012.0,3.42,20548,24618,3534,788,2989,8970,8786,3085,1
4630,128752,128752,1389389,76,9780743453000.0,2003.0,3.95,26419,28777,767,265,973,7194,11713,8632,0
4631,16131025,16131025,21956558,33,9780316099780.0,2013.0,3.75,19563,22173,2230,307,1356,6691,9050,4769,1
4632,85958,85958,709790,31,9780842329290.0,2000.0,3.97,21855,22956,292,521,1355,5016,7399,8665,0
4633,206682,206682,2283550,68,9780385518340.0,2006.0,3.49,22484,25629,1656,986,3302,8513,7839,4989,0
4634,16634,16634,2959456,163,9780312278500.0,1943.0,4.11,20198,23461,1069,484,1234,3919,7306,10518,0
4635,13366259,13366259,18595149,49,9780316219360.0,2012.0,3.74,17858,20074,2982,508,1627,5331,7694,4914,1
4636,85418,85418,14596649,92,9780451213200.0,2004.0,4.0,22664,25109,1386,146,791,5453,11207,7512,0
4638,48132,48132,76682,138,9780142004420.0,1956.0,4.27,20057,23944,1892,259,739,3206,7909,11831,0
4639,174403,174403,178518,43,9780451212450.0,1999.0,3.72,21022,22013,932,535,1631,6484,8078,5285,0
4640,11449,11449,346642,72,9780679723690.0,1983.0,4.3,18378,20952,1031,196,540,2527,7278,10411,0
4642,11574,11574,2334601,37,9780582418170.0,1982.0,4.26,23127,25271,723,123,587,3748,8962,11851,0
4643,1999475,1999475,2003288,18,9780785213060.0,2009.0,4.18,18963,20299,1868,249,759,3148,7143,9000,0
4644,7992995,7992995,14936811,51,9780670063120.0,2011.0,4.12,29756,31455,2266,521,1455,5496,10324,13659,0
4645,14570,14570,2905864,292,9780486455590.0,1874.0,4.02,27612,29751,832,535,1283,6430,10402,11101,0
4646,590552,590552,355618,24,9780064432540.0,1962.0,4.25,25523,25701,386,301,839,4244,6966,13351,0
4647,64862,64862,62954,52,9780425203870.0,2004.0,3.96,24563,26079,631,160,788,6793,10462,7876,0
4649,99296,99296,301388,16,9780060001510.0,1996.0,4.19,23320,23423,691,322,987,4006,6599,11509,0
4650,222576,222576,2887072,58,9781416949670.0,1975.0,4.18,28027,29999,678,266,798,5218,10585,13132,0
4651,16071748,16071748,16669369,18,9780345533630.0,2013.0,4.3,15613,25146,1157,59,384,3117,9985,11601,1
4652,15981894,15981894,21734801,13,9781300160300.0,2012.0,3.94,33961,35577,1788,697,2153,7867,12854,12006,1
4653,14905,14905,2494662,149,9780140259440.0,1813.0,4.55,18828,22713,588,367,427,1479,4620,15820,0
4654,20697435,20697435,28178740,43,9780553418840.0,2014.0,3.66,15189,20881,3347,762,2021,5503,7777,4818,1
4655,9266776,9266776,14147627,5,9780061921260.0,2011.0,3.73,29207,30179,2201,817,2634,8930,9261,8537,1
4656,30240,30240,3341361,52,9780345478160.0,2002.0,4.05,29980,33314,650,465,1763,6852,10866,13368,0
4657,376514,376514,1977427,53,9780743482970.0,1959.0,4.09,19205,19871,295,218,636,3830,7644,7543,0
4658,37737,37737,222372,54,9780425193820.0,1990.0,3.99,23833,25066,544,312,1210,6238,8064,9242,0
4659,11946245,11946245,15380149,31,9780316101840.0,2012.0,3.88,27982,29527,2728,1759,2707,5435,7086,12540,1
4660,12540,12540,901072,12,9781400079090.0,1993.0,4.18,19466,20063,1631,218,658,3173,7178,8836,0
4661,61663,61663,1816628,10,9780345376600.0,1994.0,4.32,19834,20602,661,380,517,2206,6529,10970,0
4663,64081,64081,2827103,19,9780310266300.0,2006.0,4.07,18566,19186,953,409,977,3435,6486,7879,0
4664,2251306,2251306,2257186,43,9780979777710.0,2008.0,4.0,19172,21882,1362,294,1037,4683,8266,7602,0
4665,215539,215539,2917519,28,9781416914170.0,2007.0,4.14,21540,22047,288,282,886,4024,7089,9766,0
4666,7347109,7347109,9089530,65,9781439165640.0,2008.0,3.54,17275,22066,3358,484,2229,7572,8439,3342,0
4667,8435445,8435445,13298975,32,9780399250580.0,2011.0,4.29,23268,24512,984,265,669,3360,7501,12717,0
4668,7150178,7150178,7415362,41,9780061944340.0,2010.0,4.16,20612,21541,947,602,1105,3563,5178,11093,0
4669,3474186,3474186,3515492,54,9780061232920.0,2008.0,4.08,28127,29733,1018,436,1474,6210,8697,12916,0
4670,519112,519112,466,45,9780688156820.0,1997.0,4.13,19773,24907,1558,297,1019,4453,8478,10660,0
4671,5186,5186,459447,29,9780375705040.0,1994.0,3.86,22123,22855,1068,319,1334,5970,8769,6463,0
4672,12395,12395,1551463,169,9780811216550.0,1932.0,4.25,17388,22613,1196,384,895,3016,6807,11511,0
4674,16130537,16130537,21955852,21,9781476727910.0,2013.0,4.07,16955,24334,3354,271,1016,4416,9664,8967,1
4675,6566616,6566616,6759560,43,9780399250570.0,2009.0,4.18,23068,24561,759,204,804,4240,8379,10934,0
4676,3692091,3692091,3735566,5,9789771754960.0,2008.0,4.02,15919,16725,1895,723,1012,2763,4996,7231,0
4677,49158,15797975,1491732,19,9781590523180.0,2004.0,4.06,15385,20021,878,448,1090,3841,6139,8503,0
4678,21362,21362,1480923,65,9780553479010.0,1998.0,4.07,21376,23468,494,225,917,4913,8356,9057,0
4679,38568,38568,2621331,34,9780060773760.0,2005.0,3.91,31557,33441,1366,1033,2379,7487,10154,12388,0
4680,248682,248682,348381,68,9780739439070.0,2003.0,4.09,26416,28888,594,158,975,6098,10514,11143,0
4681,144790,144790,289833,54,9780312971240.0,1998.0,4.1,20605,22466,966,420,895,3873,8034,9244,0
4682,825508,825508,2627197,100,9780440217500.0,1993.0,3.99,18219,24291,1239,221,887,5260,10352,7571,0
4683,27001,27001,1116054,48,9780143034350.0,2003.0,4.09,28332,31822,1604,137,741,6322,13451,11171,0
4684,25698,25698,1373762,513,9780553585970.0,1776.0,3.87,17180,20550,667,365,1331,5253,7277,6324,0
4685,12872236,12872236,18024855,64,9780061692050.0,2012.0,3.49,18396,21456,3213,885,2694,6618,7567,3692,1
4686,6628,6628,2504943,30,9780143037230.0,2005.0,3.92,24870,27065,1986,417,1313,6292,10981,8062,0
4687,519048,519048,2210660,54,9780689859370.0,2000.0,3.87,29213,30364,1070,270,1555,8870,10716,8953,0
4688,542389,542389,42137,66,9780140284580.0,1998.0,4.29,18920,20577,669,149,374,2508,7916,9630,0
4689,6419566,6419566,6608714,7,9781421532010.0,2001.0,4.21,21692,21738,238,599,1064,3337,4810,11928,0
4690,191170,191170,2292855,29,9780743490090.0,2002.0,4.19,22402,22766,351,264,836,4219,6418,11029,0
4691,1624,1624,192528,54,9780865471180.0,1942.0,4.18,19738,21928,2226,268,712,3554,7631,9763,0
4692,2475251,2475251,2482448,47,9781594489860.0,2008.0,4.02,20403,23981,3148,188,921,4789,10513,7570,0
4693,4066312,4066312,4113404,48,9780312351660.0,2009.0,4.17,28858,30829,1535,291,998,5222,11128,13190,0
4694,9972053,9972053,14866301,17,9780399157530.0,2011.0,3.65,22405,23426,2292,843,2269,7212,6985,6117,1
4695,31862,31862,2342366,73,9780872204200.0,1637.0,3.67,20522,21289,306,651,1997,6288,7044,5309,0
4696,5739373,5739373,5911024,51,9780399155680.0,2009.0,4.28,18927,21361,761,118,373,2743,8298,9829,0
4697,12758317,12758317,17893276,61,9781451664130.0,2012.0,3.65,18561,21588,3137,724,1843,6109,8396,4516,1
4698,433533,433533,1791604,282,9780553269220.0,1921.0,4.16,29277,31379,1160,305,1311,5696,9945,14122,0
4699,68143,68143,3250675,38,9780385721710.0,2004.0,3.8,18457,19282,627,421,1364,5148,7135,5214,0
4700,39033,39033,38754,73,9780446612760.0,2003.0,4.18,22493,25021,1186,105,592,4260,9855,10209,0
4701,397860,397860,1260691,42,9780330376150.0,1975.0,3.87,19322,19894,294,376,1192,5239,6831,6256,0
4702,8676,8676,165637,70,9780684845780.0,1986.0,4.21,18588,19679,381,361,725,3052,5911,9630,0
4703,7122034,7122034,7383328,51,9780446554960.0,2010.0,4.09,21634,24196,1338,223,710,4491,10035,8737,0
4704,11395597,11395597,16327957,47,9780307401240.0,2011.0,3.94,19537,22096,2247,580,1359,4448,8189,7520,1
4705,10193062,10193062,15092213,23,9780312650090.0,2012.0,4.12,25650,27482,2003,335,958,4840,10417,10932,1
4706,18594409,18594409,26340807,10,9781608198060.0,2014.0,4.1,19118,19756,3156,803,842,2705,6635,8771,1
4707,37847,37847,37641,25,9780060987470.0,1998.0,3.88,19011,20277,1034,631,1518,4598,6382,7148,0
4709,372638,372638,3080688,17,9780395137210.0,1965.0,4.13,24284,24407,175,201,927,5305,7078,10896,0
4710,10874177,10874177,15789500,31,9780316190080.0,2013.0,3.79,29821,34613,5256,1096,2352,8632,13038,9495,1
4711,3018539,3018539,317973,109,9780151012750.0,2005.0,3.97,12984,22302,2401,404,1174,4551,8709,7464,0
4712,58889,58889,1142894,29,9780590554080.0,1997.0,3.99,30169,31992,809,376,1573,7466,11106,11471,0
4713,16431,16431,2925779,64,9780553589500.0,1997.0,3.77,21203,23181,579,297,1476,7077,8668,5663,0
4714,27406704,27406704,41818210,56,9781501142540.0,2014.0,4.07,21737,29661,4613,267,965,5404,12936,10089,1
4715,44361,44361,2901756,26,9780310263460.0,2005.0,3.77,18071,19629,1022,1176,1550,4112,6538,6253,0
4716,210834,210834,1512424,659,9780140183530.0,1901.0,3.72,23349,26764,1329,811,2302,7461,9137,7053,0
4717,508413,508413,496436,30,9780764224740.0,1997.0,4.13,20379,21421,774,259,890,3949,6976,9347,0
4718,15711341,15711341,21378102,27,9780451464960.0,2013.0,4.29,29502,33990,4294,605,1032,3822,11031,17500,1
4719,77378,77378,980414,38,9780393311200.0,1974.0,4.14,19334,19939,264,261,671,3692,6749,8566,0
4720,319644,319644,7792859,49,9780439791460.0,2006.0,4.21,23727,25671,1041,178,557,4117,9617,11202,0
4721,3116205,3116205,3147524,27,9780525950790.0,2008.0,4.39,20087,21613,1295,224,452,2163,6640,12134,0
4722,44255,44255,3123857,35,9780679736040.0,1991.0,4.0,21873,22335,371,157,798,5304,8767,7309,0
4723,27398,27398,1054249,28,9780375759860.0,2005.0,3.71,18944,19555,769,1034,1900,4883,5545,6193,0
4724,16099189,16099189,21908541,15,9780385534820.0,2013.0,3.65,20519,22712,2863,551,1705,6951,9434,4071,1
4725,13642929,13642929,21520935,20,9780307594880.0,2013.0,4.03,17742,20156,2789,510,769,3476,8242,7159,1
4726,226004,226004,1270006,39,9780812536360.0,1998.0,4.32,21876,23477,741,174,543,2822,8081,11857,0
4727,18288,18288,1072226,383,9780521657300.0,1781.0,3.92,19521,21509,454,688,1489,4643,6790,7899,0
4728,16298,16298,2288775,201,9781579126290.0,1950.0,3.96,25811,30212,1199,123,963,7616,12892,8618,0
4729,926908,926908,2653871,36,9780810909660.0,1976.0,4.01,22584,23304,329,756,1388,4696,6450,10014,0
4730,153193,153193,602355,31,9780425197490.0,2004.0,3.93,29168,30748,858,370,1518,7953,10973,9934,0
4731,1305,1305,1154187,49,9780553383680.0,1998.0,4.4,17952,21093,1561,156,421,2190,6333,11993,0
4732,137098,137098,982677,21,9781416527270.0,2005.0,3.74,22562,23201,1019,835,1757,6253,8021,6335,0
4733,385228,385228,2387235,410,9780140432080.0,1859.0,3.93,19604,21567,566,344,1201,5117,7759,7146,0
4734,22934446,22934446,37100610,20,9780062225080.0,2014.0,4.0,11436,23330,3202,424,935,4437,9923,7611,1
4735,468070,468070,947480,28,9781401322430.0,2007.0,3.96,20034,20292,198,553,1078,4453,6801,7407,0
4737,7863423,7863423,11018887,28,9780446571620.0,2010.0,3.92,27319,28849,1717,745,1545,6365,10778,9416,0
4738,16247792,16247792,22276283,34,9780425266520.0,2013.0,4.23,28331,31514,2648,484,1236,4764,9220,15810,1
4739,5989573,5989573,6163602,21,9781934964100.0,2009.0,4.33,24936,26099,773,63,406,3250,9534,12846,0
4740,213233,213233,1573617,26,9780805082110.0,2007.0,4.19,17109,19064,1579,90,390,2914,8043,7627,0
4743,6441654,6441654,6631596,11,9780470484230.0,2009.0,4.39,18027,18054,39,444,651,2157,2953,11849,0
4744,49176,49176,817417,79,9780345032800.0,1964.0,3.81,17035,19189,596,415,1483,5128,6427,5736,0
4745,18966322,18966322,26984416,22,9780449818440.0,2013.0,3.87,17250,22181,1477,69,714,6245,10075,5078,1
4746,7186,7186,6843073,626,9780192836380.0,1848.0,3.97,13562,22974,1132,307,1229,5312,8075,8051,0
4747,11942639,11942639,16903994,26,9781595549630.0,2012.0,3.83,16310,26267,1905,1150,2008,5888,8262,8959,1
4748,206309,206309,1138219,47,9780786866020.0,1996.0,3.92,19405,20340,770,466,1291,4735,6684,7164,0
4749,49250,49250,586990,46,9780743449750.0,1994.0,4.25,17875,19215,540,173,399,2593,7279,8771,0
4750,7981456,7981456,12409139,22,9780547251270.0,2010.0,4.23,21593,24076,3832,277,661,3284,8965,10889,0
4751,8811139,8811139,13685373,33,9780061449180.0,2013.0,4.4,23730,26356,2459,303,618,2811,7216,15408,0
4753,189147,189147,3171254,61,9780345419680.0,1971.0,3.94,22741,23991,665,427,1395,5415,8710,8044,0
4754,114132,114132,3241470,78,9780515142860.0,2001.0,3.96,25476,26857,764,299,1349,6724,9334,9151,0
4755,12967,12967,1965767,65,9780156031200.0,1983.0,3.5,19932,23168,3850,2418,3239,4817,5723,6971,0
4756,106646,106646,102794,66,9781568650950.0,1991.0,3.59,17093,18567,602,596,2010,5828,6174,3959,0
4757,201175,201175,87373,73,9781423301850.0,1996.0,4.26,26184,31440,1093,68,505,4878,11770,14219,0
4758,161744,161744,2548496,538,9780143036260.0,1776.0,3.97,16864,22652,1122,281,1132,5353,8174,7712,0
4759,54529,54529,1429862,49,9780767903580.0,1997.0,3.88,19598,21301,1636,317,1123,5386,8488,5987,0
4761,13416236,13416236,18731533,19,9781250011920.0,2012.0,4.38,28430,29922,1339,212,657,3437,8916,16700,1
4762,7148931,7148931,7413929,38,9780307463630.0,2000.0,3.76,15007,20858,1367,569,1711,5386,7654,5538,0
4763,58314,58314,2595873,116,9780375727020.0,1998.0,3.78,13577,21691,1317,794,1747,4883,8198,6069,0
4765,224410,224410,217336,3,9780785114770.0,2005.0,3.93,14660,14729,37,530,858,3138,4859,5344,0
4766,207266,207266,3234368,62,9780439014570.0,1997.0,3.84,22535,24414,1665,1219,2033,5555,6124,9483,0
4767,13435889,13435889,18938981,37,9780547564650.0,2012.0,3.91,16402,18145,1947,323,872,4268,7381,5301,1
4768,149049,149049,734510,85,9780446677940.0,1979.0,3.96,20012,21536,462,164,867,5265,8697,6543,0
4769,98920,98920,3094905,78,9780670038340.0,2006.0,3.79,14215,21564,2688,522,1543,5490,8464,5545,0
4770,17237214,17237214,23756923,27,9780307931900.0,2013.0,4.11,24587,27058,3187,1030,1238,4237,7808,12745,1
4772,21726,21726,2453000,11,9781400043870.0,2006.0,3.5,21613,23932,2760,1489,2856,6816,7822,4949,0
4773,336245,336245,995220,45,9780060525650.0,2004.0,4.42,26126,27711,727,154,522,3161,7526,16348,0
4774,543339,543339,2935487,57,9780449000760.0,1988.0,4.19,19133,20366,389,259,702,3341,6638,9426,0
4775,153779,153779,1624976,17,9780375814690.0,2009.0,4.26,29414,30570,993,216,826,4450,10390,14688,0
4776,6122735,6122735,6537338,14,9781607513510.0,2009.0,4.42,17523,19298,504,153,391,1834,5695,11225,0
4777,426025,426025,2902834,20,9780675093250.0,1930.0,4.06,22629,23045,419,287,1072,4609,8091,8986,0
4779,321545,321545,2814300,73,9780446400150.0,1977.0,3.99,23590,25351,1004,336,913,5780,10003,8319,0
4780,233389,233389,790136,92,9780192834100.0,1550.0,3.78,18288,18738,106,1162,1589,4059,5271,6657,0
4781,84139,84139,613030,35,9780312934330.0,2005.0,4.34,32491,34809,968,102,589,4620,11491,18007,0
4782,4935682,4935682,5001343,48,9780747594150.0,2009.0,4.1,25245,26679,746,295,1064,5244,9193,10883,0
4783,5558786,17274667,5729918,115,9783453532980.0,2005.0,3.98,15858,23330,1545,425,1428,4526,8809,8142,0
4784,5396496,5396496,5464024,67,9781741753590.0,2008.0,3.16,18037,21468,2781,2342,3586,6580,6319,2641,0
4785,207781,207781,437807,14,9780064301380.0,1929.0,3.87,16333,16547,130,844,1426,3427,4138,6712,0
4786,17171909,17171909,23599367,36,9781611099690.0,2013.0,3.95,11235,22377,1964,346,1001,4700,9791,6539,1
4788,9799,9799,1971520,37,9780571219350.0,2003.0,3.87,15100,18114,1369,421,1188,3995,7181,5329,0
4789,379316,379316,3208572,39,9780553804830.0,2007.0,3.71,21297,22552,1533,640,2073,6435,7414,5990,0
4790,18077769,18077769,25384114,43,9780374104110.0,2014.0,3.55,18430,22147,2640,479,2316,7397,8433,3522,1
4791,277190,277190,1322254,56,9780689859400.0,2004.0,3.92,28129,28934,818,316,1495,7798,9786,9539,0
4792,11101772,11101772,16023890,5,9780061966900.0,2011.0,3.72,20508,20548,734,1195,2160,4894,5257,7042,1
4793,251762,251762,2482870,33,9780385498810.0,2000.0,3.55,21160,22184,1484,661,2299,7318,8016,3890,0
4794,182012,182012,2392798,72,9780060567120.0,2004.0,4.19,20930,23634,685,155,520,3918,9155,9886,0
4795,236208,236208,4536973,43,9780425098650.0,1976.0,3.86,20424,20815,252,275,1151,6024,7117,6248,0
4796,29254,29254,29717,14,9780517543050.0,1971.0,4.27,18275,18669,598,268,616,2724,5214,9847,0
4797,6530,6530,2503909,74,9780425204210.0,2004.0,3.76,23287,25347,731,416,1887,7564,8950,6530,0
4798,1279686,1279686,1272275,67,9780440243910.0,2007.0,4.34,16498,20307,1169,95,284,2282,7668,9978,0
4799,291354,291354,1964392,20,9780345373530.0,1990.0,3.96,24586,25848,198,240,1390,6250,9329,8639,0
4800,32638,32638,1083086,47,9780060177250.0,1992.0,4.18,19799,22200,1275,138,613,3904,7989,9556,0
4801,715791,715791,702043,47,9780553589380.0,2007.0,4.17,31897,34621,1147,262,1108,6094,12314,14843,0
4802,2653622,2653622,2435685,22,9780345497630.0,2008.0,4.09,21829,26326,1397,110,574,5338,11158,9146,0
4803,17660462,17660462,24650037,54,9780316219270.0,2013.0,4.06,20539,24678,1577,391,774,4261,10710,8542,1
4805,3585344,3585344,3627605,26,9781416580940.0,2009.0,4.35,31111,33311,1131,145,684,4073,10851,17558,0
4806,478951,478951,3898723,29,9780553813160.0,2006.0,4.42,20359,22668,603,116,320,2100,7539,12593,0
4807,16119079,16119079,21938104,8,9780988695110.0,2012.0,4.04,32853,35416,2201,617,1596,6661,13470,13072,1
4808,22341276,22341276,41739586,14,9781477825940.0,2014.0,3.87,13650,22974,1786,174,1149,6238,9437,5976,1
4809,10098912,10098912,14996005,14,9789380658670.0,2010.0,3.68,15474,17270,1119,461,1524,4860,6697,3728,1
4810,12467,12467,2223651,88,9780312265050.0,1948.0,3.94,18912,19912,641,358,1059,4375,7826,6294,0
4811,35100,35100,35039,23,9780195168950.0,1988.0,4.32,19132,20326,890,265,555,2404,6214,10888,0
4812,646056,646056,632206,5,9780307162340.0,1989.0,4.36,21994,22079,71,323,756,3161,4231,13608,0
4813,86424,86424,260314,60,9780446617610.0,2005.0,3.76,20053,21613,794,286,1396,6763,7906,5262,0
4814,7783920,7783920,10714283,19,9780385738830.0,2010.0,4.34,20632,22507,2504,244,525,2713,6883,12142,0
4815,37739,37739,2630133,45,9780330398050.0,1974.0,3.78,25402,27462,961,486,1685,8274,9879,7138,0
4816,7954556,7954556,7087991,21,9780061783200.0,2011.0,4.25,34506,37594,1971,168,934,5778,13344,17370,0
4817,9897164,9897164,14789350,21,9781937053160.0,2013.0,4.4,31942,34041,2255,221,740,3490,10240,19350,1
4818,6202661,6202661,6383161,38,9780007288380.0,2009.0,3.84,19491,20465,955,716,1673,4895,5984,7197,0
4819,2213324,2213324,2219112,32,9780545040520.0,2008.0,3.77,32457,34101,2002,875,2861,9350,11142,9873,0
4820,25190,25190,1020573,48,9780452281460.0,1985.0,3.71,22424,24040,652,1218,2541,6190,6212,7879,0
4821,3389671,3389671,3429537,29,9780152063850.0,2000.0,3.85,32763,35481,2799,1142,2833,8503,10877,12126,0
4822,26596,26596,175882,6,9780871401530.0,1991.0,4.35,18662,18814,196,203,429,2315,5491,10376,0
4823,1635,1635,1436710,37,9780609610570.0,2009.0,3.83,18065,18545,313,502,1362,4635,6322,5724,0
4824,20663702,25189315,39962326,23,9780393240240.0,2014.0,4.04,10979,21669,3029,550,941,3694,8369,8115,1
4825,7096123,7096123,7353253,47,9780399156590.0,2010.0,4.26,18957,21773,1173,121,326,2868,8829,9629,0
4827,373915,373915,1049073,63,9780061147980.0,2005.0,3.95,21987,24783,1803,538,1275,5254,9463,8253,0
4828,6819,6819,1094555,45,9780375724500.0,1999.0,4.06,17900,21178,1868,181,793,3703,9341,7160,0
4830,8709528,8709528,18752344,27,9781595143230.0,2015.0,4.22,29260,32890,4043,287,1123,5153,10792,15535,1
4831,5983694,5983694,6157354,25,9780316114270.0,2009.0,4.24,24371,25678,3364,412,847,3501,8419,12499,0
4832,125190,125190,231599,60,9780879235730.0,1930.0,3.98,21716,23051,712,642,1298,4729,7511,8871,0
4833,9442157,9442157,14326785,17,9781402245790.0,2011.0,4.11,35676,37208,1837,464,1612,6583,13099,15450,1
4835,1407874,1407874,1436777,7,9789793062920.0,2006.0,4.09,12998,13505,1148,115,470,2621,5115,5184,0
4836,28116,28116,197064,32,9780743250630.0,2004.0,3.77,22226,23256,2358,363,1599,6470,9528,5296,0
4837,15811495,15811495,21417067,43,9780525953070.0,2013.0,4.05,19016,22686,2171,204,671,4257,10159,7395,1
4838,126807,126807,122117,37,9781400047470.0,2007.0,3.62,22067,23773,3551,783,2346,6910,8931,4803,0
4839,9751378,9751378,14640621,18,9780312642690.0,2011.0,3.78,20723,23166,2233,304,1417,6893,9075,5477,1
4840,23553419,23553419,42439923,53,9780007563040.0,2015.0,3.68,16718,23228,3015,682,2138,6540,8485,5383,1
4841,17899696,17899696,24162053,36,9781455549010.0,2013.0,4.02,17532,33118,2993,513,1839,6702,11539,12525,1
4842,2873,2873,1294261,60,9780452284450.0,1997.0,3.65,23484,24715,1554,448,2266,7840,9042,5119,0
4843,15797397,15797397,21520265,39,9781400069800.0,2013.0,3.98,18542,20455,2615,407,876,4094,8465,6613,1
4844,225038,225038,1441544,34,9780152020680.0,1954.0,3.94,28580,29719,1264,507,1478,7170,10600,9964,0
4845,7090785,7090785,7346955,22,9781594744550.0,2007.0,3.47,20207,20837,863,2092,2269,5514,5637,5325,0
4846,7180727,7180727,7192827,46,9780553807240.0,2010.0,4.18,21984,24553,1408,123,417,3923,10647,9443,0
4847,825081,825081,1223344,30,9780688128980.0,1996.0,4.2,24247,24382,888,363,1027,4189,6699,12104,0
4848,368916,368916,938626,64,9780140143510.0,1970.0,4.19,26899,29517,4095,163,779,4650,11589,12336,0
4850,14572,14572,870836,43,9780553351390.0,1990.0,4.34,19152,19516,890,145,400,2396,6295,10280,0
4851,6686671,6686671,6882002,15,9789792335580.0,2007.0,4.3,20880,22132,352,396,793,3035,5564,12344,0
4852,29868610,29868610,45352758,19,9781501117210.0,2016.0,3.91,28719,32610,4278,275,1415,7792,14453,8675,1
4854,7307795,7307795,8761083,16,9780385608020.0,2010.0,3.89,21662,25434,2639,431,1181,5849,11170,6803,0
4855,107032,107032,103163,19,9780930289450.0,1988.0,4.05,19765,20023,371,244,1068,4259,6280,8172,0
4856,16085517,16085517,21887216,51,9781400069590.0,2013.0,3.81,18065,20041,2927,453,1370,4914,8149,5155,1
4857,6871616,6871616,7096800,27,9780061783170.0,2010.0,4.21,31967,34951,1722,192,923,5674,12556,15606,0
4858,129117,129117,2896642,50,9780743571360.0,2007.0,3.88,23788,27806,3326,605,1611,6457,11021,8112,0
4859,32626,32626,1913322,25,9780425165580.0,1984.0,4.16,20228,20929,452,256,726,3560,7252,9135,0
4860,294046,294046,868207,63,9780060763890.0,2007.0,4.15,20976,23143,1014,143,572,3921,9502,9005,0
4861,33333,33333,33415,17,9780785263720.0,2000.0,3.92,19383,19696,704,432,1096,4533,7128,6507,0
4862,30122,30122,41394,15,9780060256720.0,1976.0,4.27,21207,22049,645,199,694,3306,6596,11254,0
4863,56842,56842,405136,92,9780061006620.0,1992.0,3.96,18917,23562,1404,149,905,5294,10674,6540,0
4864,7132363,8488830,7394861,25,9780525951580.0,2010.0,4.27,12456,20092,1265,114,508,2635,7489,9346,0
4865,92508,92508,3128581,119,9780060088870.0,1927.0,3.8,22003,23861,1542,490,1799,6443,8370,6759,0
4867,5215879,5215879,5283119,31,9780425227720.0,2009.0,3.9,29261,31383,1081,952,2377,6995,9455,11604,0
4868,481749,481749,321161,115,9780875793270.0,1915.0,4.63,17179,18710,1066,354,241,926,2909,14280,0
4869,1693617,1693617,736980,7,9781570820880.0,1994.0,4.49,19553,19564,77,156,432,2182,3598,13196,0
4870,31168,31168,2685457,103,9780141439860.0,1849.0,3.71,22562,24088,651,685,1969,7159,8020,6255,0
4871,114129,114129,1615804,71,9780515116760.0,1995.0,4.13,26219,27875,559,123,739,5633,10239,11141,0
4872,9569,9569,2124286,40,9781842431020.0,2003.0,3.65,14206,15763,642,306,1431,5022,5721,3283,0
4873,22237161,22237161,41610676,30,9780374260510.0,2015.0,3.8,21733,27128,3715,862,1983,6288,10625,7370,1
4874,21325,21325,1330999,12,9781401202220.0,2004.0,4.29,23624,23961,689,188,425,2936,9133,11279,0
4875,28077464,28077464,48079305,41,9780804192970.0,2016.0,3.96,11181,28011,2446,448,1260,6239,11091,8973,1
4876,9578677,9578677,14465565,62,9780345515510.0,2011.0,4.13,21444,25518,1625,116,597,4619,10822,9364,1
4877,11301,11301,13809,30,9780007175190.0,1940.0,4.14,29676,30959,580,588,1341,5981,8275,14774,0
4879,15827066,15827066,21737662,28,9780062248470.0,2013.0,3.72,12643,21461,2487,483,1574,6319,8184,4901,1
4880,73945,73945,1692879,306,9780865163480.0,-390.0,4.15,18261,22265,671,301,818,3836,7668,9642,0
4881,102953,102953,1185977,16,9781563893280.0,1997.0,4.27,19451,19762,272,296,541,2525,6492,9908,0
4882,12880428,12880428,18033554,46,9780307595120.0,2012.0,3.52,19008,22474,2823,1359,2821,6379,6548,5367,1
4883,867650,867650,2768040,14,9780307960310.0,1954.0,4.2,22932,23043,269,227,812,4691,5715,11598,0
4884,10875239,10875239,15729222,38,9781455501470.0,2011.0,4.04,20353,22772,1871,212,736,4566,9754,7504,1
